,artist,song,lyrics
105,The Beatles,I Got To Find My Baby,"(Berry)  
  
I'm gonna search this town  
From door to door  
The love I crave  
I can't find no more  
  
I got to find my baby  
I declare there ain't no lie  
I ain't had no real good loving  
Since that woman said goodbye  
  
You know I hate to see the sun  
Sinking to the west  
'cause I know my whole life's  
Gonna be one solid mess  
  
I got to find my baby  
I declare there ain't no lie  
I ain't had no real good loving  
Since that woman said goodbye  
  
Well ever since the day  
That she said we were through  
I've been nervous  
And shook up too  
  
I got to find my baby  
I declare there ain't no lie  
I ain't had no real good loving  
Since that woman said goodbye  
  
Well I don't care if the last thing  
I ever done in my life  
Is to find that little woman  
Make her my wife  
  
I got to find my baby  
I declare there ain't no lie  
I ain't had no real good loving  
Since that woman said goodbye.

"
106,The Beatles,I Me Mine,"All through' the day  
I me mine, I me mine, I me mine.  
All through' the night  
I me mine, I me mine, I me mine.  
Now they're frightened of leaving it  
Ev'ryone's weaving it,  
Coming on strong all the time,  
All through' the day I me mine.  
  
I-I-me-me mine, I-I-me-me mine,  
I-I-me-me mine, I-I-me-me mine.  
  
All I can hear  
I me mine, I me mine, I me mine.  
Even those tears  
I me mine, I me mine, I me mine.  
No-one's frightened of playing it  
Ev'ryone's saying it,  
Flowing more freely than wine,  
All through' the day I me mine.  
  
I-I-me-me mine, I-I-me-me mine,  
I-I-me-me mine, I-I-me-me mine.  
  
All I can hear  
I me mine, I me mine, I me mine.  
Even those tears  
I me mine, I me mine, I me mine.  
No-one's frightened of playing it  
Ev'ryone's saying it,  
Flowing more freely than wine,  
All through' your life I me mine.

"
107,The Beatles,I Need You,"You don't realize how much I need you,  
Love you all the time  
And never leave you.  
Please come on back to me.  
I'm lonely as can be.  
I need you.  
Said you had a thing or two to tell me.  
How was I to know  
You would upset me?  
I didn't realize  
As I looked in your eyes  
You told me, oh yes, you told me you don't want my lovin' anymore.  
That's when it hurt me and feeling like this  
I just can't go on anymore.  
Please remember how I feel about you,  
I could never really live without you.  
So, come on back and see  
Just what you mean to me.  
I need you. (repeat)  
I need you.  
I need you.

"
108,The Beatles,I Saw Her Standing,"Well, she was just seventeen,  
And you know what I mean,  
And the way she looked was way beyond compare.  
So how could I dance with another  
And I saw her standing there.  
Well she looked at me, and I, I could see  
That before too long I'd fall in love with her.  
She wouldn't dance with another  
Since I saw her standin' there.  
Well, my heart went boom  
When I crossed that room  
And I held her hand in mine.  
Well, we danced through the night,  
And we held each other tight,  
And before too long, I fell in love with her.  
Now I'll never dance with another  
Since I saw her standing there

"
109,The Beatles,I Wanna Be Your Man,"I want to be your lover baby,  
I want to be your man,  
I want to be your lover baby,  
I want to be your man.  
Love you like no other baby,  
Like no other can,  
Love you like no other baby,  
Like no other can.  
  
I want to be your man, I want to be your man,  
I want to be your man, I want to be your man.  
  
Tell me that you love me baby,  
Let me understand,  
Tell me that you love me baby,  
I want to be your man.  
I want to be your lover baby,  
I want to be your man,  
I want to be your lover baby,  
I want to be your man.  
  
I want to be your man, I want to be your man,  
I want to be your man, I want to be your man.  
  
I want to be your lover baby,  
I want to be your man,  
I want to be your lover baby,  
I want to be your man.  
Love you like no other baby,  
Like no other can,  
Love you like no other baby,  
Like no other can.  
  
I want to be your man, I want to be your man,  
I want to be your man, I want to be your man.  
I want to be your man, I want to be your man.

"
110,The Beatles,I Want To Hold Your Hand,"Oh yeah I tell you somethin'  
I think you'll understand  
When I say that somethin'  
I want to hold your hand  
I want to hold your hand  
I want to hold your hand  
  
Oh please say to me  
You'll let me be your man  
And please say to me  
You'll let me hold your hand  
Now, let me hold your hand  
I want to hold your hand  
  
And when I touch you  
I feel happy inside  
It's such a feelin' that my love  
I can't hide  
I can't hide  
I can't hide  
  
Yeah, you got that somethin'  
I think you'll understand  
When I say that somethin'  
I want to hold your hand  
I want to hold your hand  
I want to hold your hand  
  
And when I touch you  
I feel happy inside  
It's such a feelin' that my love  
I can't hide  
I can't hide  
I can't hide  
  
Yeah, you got that somethin'  
I think you'll understand  
When I feel that somethin'  
I want to hold your hand  
I want to hold your hand  
I want to hold your hand  
I want to hold your hand

"
111,The Beatles,I Want To Tell You,"I want to tell you  
My head is filled with things to say  
When you're here  
All those words they seem to slip away  
  
When I get near you  
The games begin to drag me down  
It's all right  
I'll make you maybe next time around  
  
But if I seem to act unkind  
It's only me, it's not my mind  
That is confusing things  
I want to tell you  
I feel hung up and I don't know why  
I don't mind  
I could wait forever, I've got time  
  
Sometimes I wish I knew you well  
Then I could speak my mind and tell  
Maybe you'd understand  
  
I want to tell you  
I feel hung up and I don't know why  
I don't mind  
I could wait forever, I've got time  
I've got time  
I've got time

"
112,The Beatles,I Want You,"I want you, I want you so bad  
I want you, I want you so bad  
It's driving me mad, it's driving me mad  
  
I want you, I want you so bad babe  
I want you, I want you so bad  
It's driving me mad, it's driving me mad  
  
I want you, I want you so bad babe  
I want you, I want you so bad  
It's driving me mad, it's driving me mad  
  
I want you, I want you so bad  
I want you, I want you so bad  
It's driving me mad, it's driving me mad  
  
She's so heavy  
Heavy, heavy, heavy  
  
She's so heavy  
She's so heavy, heavy, heavy  
  
I want you, I want you so bad  
I want you, I want you so bad  
It's driving me mad, it's driving me mad  
  
I want you, you know I want you so bad babe  
I want you, you know I want you so bad  
It's driving me mad, it's driving me mad yeah  
  
She's so...

"
113,The Beatles,I Will,"Who knows how long I've loved you  
You know I love you still  
Will I wait a lonely lifetime  
If you want me to-- I will.  
  
For if I ever saw you  
I didn't catch your name  
But it never really mattered  
I will always feel the same.  
  
Love you forever and forever  
Love you with all my heart  
Love you whenever we're together  
Love you when we're apart.  
  
And when at last I find you  
Your song will fill the air  
Sing it loud so I can hear you  
Make it easy to be near you  
For the things you do endear you to me  
You know I will  
I will.

"
114,The Beatles,If I Fell,"If I fell in love with you  
Would you promise to be true  
And help me understand  
'Cause I've been in love before  
And I found that love was more  
Than just holding hands  
  
If I give my heart to you  
I must be sure  
From the very start  
That you would love me more than her  
  
If I trust in you oh please  
Don't run and hide  
If I love you too oh please  
Don't hurt my pride like her  
  
'Cause I couldn't stand the pain  
And I would be sad if our new love was in vain  
  
So I hope you see that I  
Would love to love you  
And that she will cry  
When she learns we are two  
If I fell in love with you

"
115,The Beatles,If I Needed Someone,"If I needed someone to love  
You're the one that I'd be thinking of  
If I needed someone  
  
If I had some more time to spend  
Then I guess I'd be with you my friend  
If I needed someone  
Had you come some other day  
Then it might not have been like this  
But you see now I'm too much in love  
  
Carve your number on my wall  
And maybe you will get a call from me  
If I needed someone  
Ah, ah, ah, ah  
  
If I had some more time to spend  
Then I guess I'd be with you my friend  
If I needed someone  
Had you come some other day  
Then it might not have been like this  
But you see now I'm too much in love  
  
Carve your number on my wall  
And maybe you will get a call from me  
If I needed someone  
Ah, ah

"
116,The Beatles,If I Needed Someone To Love,"If I needed someone to love  
Youre the woman I'd be thinking of  
If I needed someone  
  
If I had some more time to spend  
Then I guess I'd be with you my friend  
If I needed someone  
  
Had you come some other day  
Then it might not have been like this  
But you see now I'm too much in love  
  
Carve your number on my wall  
And maybe you will get a call from me  
If I needed someone  
  
If I had some more time to spend  
Then I guess I'd be with you my friend  
If I needed someone  
  
Had you come some other day  
Then it might not have been like this  
But you see now I'm too much in love  
  
Carve your number on my wall  
And maybe you will get a call from me  
If I needed someone  
If I needed someone to love  
Youre the woman I'd be thinking of  
If I needed someone  
  
If I had some more time to spend  
Then I guess I'd be with you my friend  
If I needed someone  
  
Had you come some other day  
Then it might not have been like this  
But you see now I'm too much in love  
  
Carve your number on my wall  
And maybe you will get a call from me  
If I needed someone  
  
If I had some more time to spend  
Then I guess I'd be with you my friend  
If I needed someone  
  
Had you come some other day  
Then it might not have been like this  
But you see now I'm too much in love  
  
Carve your number on my wall  
And maybe you will get a call from me  
If I needed someone

"
117,The Beatles,If You Love Me Baby,"If you leave me, baby  
I don't know what I'll do  
I guess I would die, sweetheart  
If I don't get a kiss from you  
  
Take out some insurance on me, baby  
Take out some insurance on me, baby  
Well, if you ever, ever say goodbye  
I'm gonna go right home and die  
  
Oh, if you want me, baby  
You've gotta come to me  
Mm, I'm just like a stump in a field  
You just can't move me  
  
Take out some insurance on me, baby  
Ooh, some insurance on me, baby  
Well, if you ever, ever say goodbye  
I'm gonna go right home and die  
  
Well, if you want me, baby  
  
Mm, you've gotta come to me  
I'm just like a stump in a field  
You just can't move me  
  
Take out some insurance on me, baby  
Mm, some insurance on me, baby  
Well, if you ever, ever say goodbye  
I'm gonna go right home and die  
  
Well, if you leave me, baby  
I don't know what I'll do  
I guess I would die, sweetheart  
If I don't get a kiss from you  
  
Take out some insurance on me, baby  
Mm, some God damned insurance on me, baby  
If you ever, ever say goodbye  
I'm gonna go right home and die

"
118,The Beatles,If You've Got Trouble,"If you've got trouble  
Then you've got less trouble than me  
You say you're worried  
You can't be as worried as me...ohh  
  
You're quite content to be bad  
With all the advantage you had over me  
Just 'cause you're troubled  
Then don't bring your troubles to me  
  
And don't think it's funny  
When you ask for money for things  
Especially when you're standing there  
Wearing diamonds and rings...ohh  
  
You think I'm softning her head  
Well try someone softer instead anything  
It's not so funny  
When you know what money can bring  
You'd better leave me alone  
  
I don't need a thing from you  
You'd better take yourself home  
Go and count a ring or two  
If you've got trouble  
Then you've got less trouble than me  
  
You say you're worried  
You can't be as worried as me  
You're quite contempt to be bad  
With all the advantage you had over me  
Just 'cause you're troubled  
Then don't bring your troubles to me  
  
You'd better leave me alone  
I don't need a thing from you  
You'd better take yourself home  
Go and count a ring or two  
If you've got trouble  
Then you've got less trouble than me  
  
You say you're worried  
You can't be as worried as me  
You're quite contempt to be bad  
With all the advantage you had over me  
  
Just 'cause you're troubled  
Then don't bring your troubles to me  
Just 'cause your troubled  
Then don't bring your troubles to me

"
119,The Beatles,I'll Be Back,"You know, if you break my heart I'll go  
But I'll be back again  
'Cause I told you once before goodbye  
But I came back again  
  
I love you so, oh  
I'm the one who wants you  
Yes I'm the one who wants you  
Oh, ho, oh, ho, oh  
  
You could find better things to do  
Than to break my heart again  
This time I will try to show that I'm  
Not trying to pretend  
  
I thought that you would realize  
That if I run away from you  
That you would want me to  
But I got a big surprise  
Oh, ho, oh, ho, oh  
  
You could find better things to do  
Than to break my heart again  
This time I will try to show that I'm  
Not trying to pretend  
  
I want to go,  
But I hate to leave you  
You know I hate to leave you  
Oh, ho, oh, ho  
  
You, if you break my heart I'll go  
But I'll be back again

"
120,The Beatles,I'll Be On My Way,"The sun is fading away  
That's the end of the day  
As the June light turns to moonlight  
I'll be on my way  
  
Just one kiss and I'll go  
Don't hide the tears that don't show  
As the June light turns to moonlight  
I'll be on my way  
  
To where the winds don't blow  
And golden rivers flow  
This way will I go  
  
They were right, I was wrong  
True love didn't last long  
As the June light turns to moonlight  
I'll be on my way, hey  
To where the winds don't blow  
And golden rivers flow  
This way will I go  
  
They were right, I was wrong  
True love didn't last long  
As the June light turns to moonlight  
I'll be on my way, hey  
  
I'll be on my way, oh, oh  
I'll be on my way, oh, oh  
I'll be on my way  

"
121,The Beatles,I'll Cry Instead,"I've got every reason on earth to be mad  
'Cause I just lost the only girl I had  
If I could get my way  
I'd get myself locked up today  
But I can't, so I'll cry instead  
  
I've got a chip on my shoulder that's bigger that my feet  
I can't talk to people that I meet  
If I could see you now  
I'd try to make you sad somehow  
But I can't, so I'll cry instead  
  
Don't want to cry when there's people there  
I get shy when they start to stare  
I'm gonna hide myself away  
But I'll come back again someday  
  
And when you do you'd better hide all the girls  
I'm gonna break their hearts all round the world  
Yes, I'm gonna break them in two  
And show you what your lovin' man can do  
Until then I'll cry instead

"
122,The Beatles,I'll Get You,"Oh yeah, oh yeah  
Oh yeah, oh yeah  
  
Imagine I'm in love with you  
It's easy 'cause I know  
I've imagined I'm in love with you  
Many many many times before  
  
It's not like me to pretend  
But I'll get you, I'll get you in the end  
Yes I will, I'll get you in the end  
Oh yeah, oh yeah  
  
I think about you night and day  
I need you 'cause it's true  
When I think about you I can say  
I'm never never never never blue  
  
So I'm telling you my friend  
That I'll get you, I'll get you in the end  
Yes I will, I'll get you in the end  
Oh yeah, oh yeah  
  
Well there's gonna be a time  
When I'm gonna change your mind  
So you might as well resign yourself to me  
Oh yeah  
  
Imagine I'm in love with you  
It's easy 'cause I know  
I've imagined I'm in love with you  
Many many many times before  
  
It's not like me to pretend  
But I'll get you, I'll get you in the end  
Yes I will, I'll get you in the end  
  
Oh yeah, oh yeah  
Oh yeah, oh yeah  
Whoa yeah

"
123,The Beatles,I'm A Loser,"I'm a loser  
I'm a loser  
And I'm not what I appear to be  
  
Of all the love I have won, and have lost  
There is one love I should never have crossed  
She was a girl in a million my friend  
I should have known she would win in the end  
  
I'm a loser  
And I lost someone who's near to me  
I'm a loser  
And I'm not what I appear to be  
  
Although I laugh and I act like a clown  
Beneath this mask I am wearing a frown  
My tears are falling like rain from the sky  
Is it for her or myself that I cry?  
  
I'm a loser  
And I lost someone who's near to me  
I'm a loser  
And I'm not what I appear to be  
  
What have I done to deserve such a fate?  
I realize I have left it too late  
And so it's true pride comes before a fall  
I'm telling you so that you won't lose all  
  
I'm a loser  
And I lost someone who's near to me  
I'm a loser  
And I'm not what I appear to be

"
124,The Beatles,I'm Down,"You tell lies thinking I can't see  
You can't cry 'cause you're laughing at me  
I'm down, I'm down, I''m down  
How can you laugh when you know I'm down  
How can you laugh when you know I'm down  
  
Man buys ring, woman throws it away  
Same old thing happen every day  
I'm down, I'm down, I''m down  
How can you laugh when you know I'm down  
How can you laugh when you know I'm down  
  
We're all alone and there's nobody else  
She'll still moan ""Keep your hands to yourself""  
I'm down, I'm down, I''m down  
How can you laugh when you know I'm down  
How can you laugh when you know I'm down, woo  
  
A baby you know I'm down  
I guess I'm down  
I'm down on the ground  
I'm down  
Ah, baby I'm upside down  
Oh yeah, yeah, yeah, yeah, yeah,  
I'm down

"
125,The Beatles,I'm Gonna Sit Right Down And Cry,"I'm gonna sit right down and cry over you  
I'm gonna sit right down and cry over you  
And if you ever say goodbye  
And if you ever even try  
I'm gonna sit right down and cry over you  
  
I'm gonna love you more and more every day  
I'm gonna love you more and more every way  
And if you ever say goodbye  
And if you ever even try  
I'm gonna sit right down and cry over you  
  
I'm gonna tell your mama  
Tell your papa too  
So they'll know exactly what i'm gonna do  
If you ever say goodbye  
If you ever even try  
I'm gonna sit right down and cry over you  
  
Wah-hoo!  
  
I'm gonna tell your mama  
Tell your papa too  
So they'll know exactly what i'm gonna do  
If you ever say goodbye  
If you ever even try  
I'm gonna sit right down and cry over you  
I'm gonna sit right down and cry over you  
I'm gonna sit right down and cry over you  

"
126,The Beatles,I'm Happy Just To Dance With You,"Before this dance is through  
I think I'll love you too  
I'm so happy when you dance with me  
  
I don't wanna kiss or hold your hand  
If it's funny try and understand  
There is really nothing else I'd rather do  
'Cause I'm happy just to dance with you  
  
I don't need to hug or hold you tight  
I just wanna dance with you all night  
In this world there's nothing I would rather do  
'Cause I'm happy just to dance with you  
  
Just to dance with you  
Is everything I need  
Before this dance is through  
I think I'll love you too  
I'm so happy when you dance with me  
  
If somebody tries to take my place  
Let's pretend we just can't see his face  
In this world there's nothing I would rather do  
'Cause I'm happy just to dance with you  
  
Just to dance with you  
Is everything I need  
Before this dance is through  
I think I'll love you too  
I'm so happy when you dance with me  
  
If somebody tries to take my place  
Let's pretend we just can't see his face  
In this world there's nothing I would rather do  
I discovered I'm in love with you  
'Cause I'm happy just to dance with you

"
127,The Beatles,I'm Looking Through You,"I'm looking through you,  
Where did you go?  
I thought I knew you,  
What did I know?  
You don't look different, but you have changed  
I'm looking through you, you're not the same  
  
Your lips are moving,  
I cannot hear  
Your voice is soothing,  
But the words aren't clear  
You don't sound different,  
I've learned the game  
I'm looking through you,  
You're not the same  
  
Why, tell me why, did you not treat me right?  
Love has a nasty habit of disappearing overnight  
  
You're thinking of me,  
The same old way  
You were above me,  
But not today  
The only difference is you're down there  
I'm looking through you,  
Any other way  
  
Why, tell me why did you not treat me right?  
Love has a nasty habit of disappearing overnight  
  
I'm looking through you,  
Where did you go?  
I thought I knew you,  
What did I know?  
You don't look different,  
But you have changed  
I'm looking through you,  
You're not the same!  
  
Yeah, baby you've changed  
I'm lookin' through you  
Yeah, I'm lookin' through you  
You've changed, you've changed, you've changed

"
128,The Beatles,I'm Only Sleeping,"When I wake up early in the morning  
Lift my head, I'm still yawning  
When I'm in the middle of a dream  
Stay in bed, float up stream (Float up stream)  
  
Please, don't wake me, no, don't shake me  
Leave me where I am, I'm only sleeping  
  
Everybody seems to think I'm lazy  
I don't mind, I think they're crazy  
Running everywhere at such a speed  
Till they find there's no need (There's no need)  
  
Please, don't spoil my day, I'm miles away  
And after all I'm only sleeping  
  
Keeping an eye on the world going by my window  
Taking my time  
  
Lying there and staring at the ceiling  
Waiting for a sleepy feeling...  
  
Please, don't spoil my day, I'm miles away  
And after all I'm only sleeping  
  
Ooh yeah  
  
Keeping an eye on the world going by my window  
Taking my time  
  
When I wake up early in the morning  
Lift my head, I'm still yawning  
When I'm in the middle of a dream  
Stay in bed, float up stream (Float up stream)  
  
Please, don't wake me, no, don't shake me  
Leave me where I am, I'm only sleeping

"
129,The Beatles,I'm So Tired,"I'm so tired, I haven't slept a wink  
I'm so tired, my mind is on the blink  
I wonder should I get up and fix myself a drink  
No, no, no  
  
I'm so tired, I don't know what to do  
I'm so tired, my mind is set on you  
I wonder should I call you but I know what you would do  
  
You'd say I'm putting you on  
But it's no joke, it's doing me harm  
You know I can't sleep, I can't stop my brain  
You know it's three weeks, I'm going insane  
You know I'd give you everything I've got  
For a little peace of mind  
  
I'm so tired, I'm feeling so upset  
Although I'm so tired, I'll have another cigarette  
And curse Sir Walter Raleigh  
He was such a stupid get  
  
You'd say I'm putting you on  
But it's no joke, it's doing me harm  
You know I can't sleep, I can't stop my brain  
You know it's three weeks, I'm going insane  
You know I'd give you everything I've got  
For a little peace of mind  
  
I'd give you everything I've got  
For a little peace of mind  
  
I'd give you everything I've got  
For a little peace of mind

"
130,The Beatles,Imagine,"Imagine there's no heaven  
It's easy if you try  
No hell below us  
Above us only sky  
Imagine all the people  
Living for today...  
  
Imagine there's no countries  
It isn't hard to do  
Nothing to kill or die for  
And no religion too  
Imagine all the people  
Living life in peace...  
  
You may say I'm a dreamer  
But I'm not the only one  
I hope someday you'll join us  
And the world will be as one  
  
Imagine no possessions  
I wonder if you can  
No need for greed or hunger  
A brotherhood of man  
Imagine all the people  
Sharing all the world...  
  
You may say I'm a dreamer  
But I'm not the only one  
I hope someday you'll join us  
And the world will live as one

"
131,The Beatles,In My Life,"There are places I remember  
All my life, though some have changed  
Some forever, not for better  
Some have gone and some remain  
All these places have their moments  
With lovers and friends I still can recall  
Some are dead and some are living  
In my life, I've loved them all  
  
But of all these friends and lovers  
There is no one compares with you  
And these memories lose their meaning  
When I think of love as something new  
Though I know I'll never lose affection  
For people and things that went before  
I know I'll often stop and think about them  
In my life, I love you more  
  
Though I know I'll never lose affection  
For people and things that went before  
I know I'll often stop and think about them  
In my life, I love you more  
In my life I love you more

"
132,The Beatles,In Spite Of All The Danger,"In spite of all the danger, in spite of all that may be  
I'll do anything for you, anything you want me to  
If you'll be true to me  
  
In spite of all the heartache, that you may cause me  
I'll do anything for you, anything you want me to  
If you'll be true to me  
  
I'll look after you like I've never done before  
I'll keep all the others from knockin' at your door  
  
In spite of all the danger, in spite of all that may be  
I'll do anything for you, anything you want me to  
If you'll be true to me  
  
In spite of all the heartache, that you may cause me  
I'll do anything for you, anything you want me to  
If you'll be true to me  
I'll do anything for you, anything you want me to  
If you'll be true to me

"
133,The Beatles,It Won't Be Long,"It won't be long yeah, yeah, yeah  
It won't be long yeah, yeah, yeah  
It won't be long yeah, till I belong to you  
  
Every night when everybody has fun  
Here am I sitting all on my own  
  
It won't be long yeah, yeah, yeah  
It won't be long yeah, yeah, yeah  
It won't be long yeah, till I belong to you  
  
Since you left me, I'm so alone  
Now you're coming, you're coming on home  
I'll be good like I know I should  
You're coming home, you're coming home  
  
Every night the tears come down from my eyes  
Every day I've done nothing but cry  
  
It won't be long yeah, yeah, yeah  
It won't be long yeah, yeah, yeah  
It won't be long yeah, till I belong to you  
  
Since you left me, I'm so alone  
Now you're coming, you're coming on home  
I'll be good like I know I should  
You're coming home, you're coming home  
  
So every day we'll be happy I know  
Now I know that you won't leave me no more  
  
It won't be long yeah, yeah, yeah  
It won't be long yeah, yeah  
It won't be long yeah, till I belong to you, woo

"
134,The Beatles,It's All Too Much,"It's all too much, It's all too much  
  
When I look into your eyes, your love is there for me  
And the more I go inside, the more there is to see  
  
It's all too much for me to take  
The love that's shining all around you  
Everywhere, it's what you make  
For us to take, it's all too much  
  
Floating down the stream of time, of life to life with me  
Makes no difference where you are or where you'd like to be  
  
It's all too much for me to take  
The love that's shining all around here  
All the world's a birthday cake,  
So take a piece but not too much  
  
Set me on a silver sun, for I know that I'm free  
Show me that I'm everywhere, and get me home for tea  
  
It's all to much for me to see  
A love that's shining all around here  
The more I am, the less I know  
And what I do is all too much  
  
It's all too much for me to take  
The love that's shining all around you  
Everywhere, it's what you make  
For us to take, it's all too much  
  
It's too much...It's too much  
  
Too much too much too much

"
135,The Beatles,It's Only Love,"I get high when I see you go by, (my oh my)  
When you sigh my inside just flies, (butterflies).  
Why am I so shy when I'm beside you.  
  
It's only love and that is all,  
Why should I feel the way I do.  
It's only love and that is all,  
But it's so hard loving you.  
  
Is it right that you and I should fight, (every night)  
Just the sight of you makes nighttime bright, (very bright)  
Haven't I the right to make it up girl.  
  
It's only love and that is all,  
Why should I feel the way I do.  
It's only love and that is all,  
But it's so hard loving you.  
Yes it's so hard loving you.  
Loving you.

"
136,The Beatles,I've Got A Feeling,"I've got a feeling, a feeling deep inside  
Oh yeah, oh yeah.  
I've got a feeling, a feeling I can't hide  
Oh no, oh no, oh no.  
Yeah, I've got a feeling.  
  
Oh please believe me, I'd hate to miss the train  
Oh yeah, oh yeah.  
And if you leave me I won't be late again  
Oh no, oh no, oh no.  
Yeah, I've got a feeling, yeah.  
  
All these years I've been wandering around,  
Wondering how come nobody told me  
All that I was looking for was somebody  
Who looked like you.  
  
I've got a feeling, that keeps me on my toes  
Oh yeah, oh yeah.  
  
I've got a feeling, I think that everybody knows  
Oh yeah, oh yeah, oh yeah.  
Yeah, yeah, I've got a feeling, yeah.  
Yeah  
  
Ev'rybody had a hard year  
Ev'rybody had a good time  
Ev'rybody had a wet dream,  
Ev'rybody saw the sunshine  
Oh yeah, oh yeah.  
  
Ev'rybody had a good year,  
Ev'rybody let their hair down,  
Ev'rybody pulled their socks up,  
Ev'rybody put their foot down.  
Oh yeah, oh yeah.  
  
Yeah I've got a feeling  
A feeling deep inside  
Oh yeah, oh yeah.  
  
I've got a feeling, a feeling I can't hide  
Oh no  
Oh no no no  
  
Yeah yeah yeah yeah  
I've got a feeling  
I've got a feeling

"
137,The Beatles,I've Just Seen A Face,"I've just seen a face,  
I can't forget the time or place  
Where we just met.  
She's just the girl for me  
And I want all the world to see  
We've met, mm-mm-mm-m'mm-mm  
  
Had it been another day  
I might have looked the other way  
And I'd have never been aware.  
But as it is I'll dream of her  
Tonight, di-di-di-di'n'di.  
  
Falling, yes I am falling,  
And she keeps calling  
Me back again.  
  
I have never known  
The like of this, I've been alone  
And I have missed things  
And kept out of sight  
But other girls were never quite  
Like this, di-di-di-di'n'di.  
  
Falling, yes I am falling,  
And she keeps calling  
Me back again.  
  
Yeah!  
Bup-a-lup-bup!  
  
Falling, yes I am falling,  
And she keeps calling  
Me back again.  
  
I've just seen a face,  
I can't forget the time or place  
Where we just met.  
She's just the girl for me  
And I want all the world to see  
We've met, mm-mm-mm-di-di-di.  
  
Falling, yes I am falling,  
And she keeps calling  
Me back again.  
  
Falling, yes I am falling,  
And she keeps calling  
Me back again.  
  
Oh, falling, yes I am falling,  
And she keeps calling  
Me back again.

"
138,The Beatles,Jingle Bells,"Dashing through the snow, in a one-horse open sleigh  
Over the fields we go, laughing all the way  
Bells on bob-tail ring, making spirits bright  
What fun it is to ride and sing a sleighing song tonight  
  
[Chorus:]  
Jingle bells, jingle bells, jingle all the way!  
O what fun it is to ride in a one-horse open sleigh  
Jingle bells, jingle bells, jingle all the way!  
O what fun it is to ride in a one-horse open sleigh  
  
A day or two ago, I thought I'd take a ride  
And soon Miss Fanny Bright, was seated by my side  
The horse was lean and lank, misfortune seemed his lot  
He got into a drifted bank and we got upsot  
  
[Chorus:]  
  
A day or two ago, the story I must tell  
I went out on the snow, and on my back I fell  
A gent was riding by, in a one-horse open sleigh  
He laughed as there I sprawling lie but quickly drove away  
  
[Chorus:]  
  
Now the ground is white, go it while you're young  
Take the girls tonight, and sing this sleighing song  
Just get a bob-tailed bay, two-forty as his speed  
Hitch him to an open sleigh and crack! you'll take the lead  
  
[Chorus:]

"
139,The Beatles,Johnny B. Goode,"Deep down in Louisianna  
Close to New Orleans  
Way back up in the woods  
Among the evergreens  
There stand a country cabin  
Made of clay and wood  
Where lives a young country boy  
Named Johnny B. Goode  
He never ever learned  
To read or write a book so well  
But he could play his guitar  
Just like a-ringing a bell  
  
Go go, go Johnny go go go!  
Go Johnny go go go!  
Go Johnny go go go!  
Go Johnny go go go!  
Aah Johnny B. Goode!  
  
He used to carry his guitar  
In a gunny sack  
Sit beneath the trees  
By the railroad track  
Oh sitting and a-playing  
In the shade  
Drumming to the rhythm  
That the drivers made  
People passing by  
Used to stop and say  
My oh my  
That country boy can play  
  
Go go, go Johnny go go go!  
Go Johnny go go go!  
Go Johnny go go go!  
Go Johnny go go go!  
Aah Johnny B. Goode!  
  
Well his mama told him  
Someday you will be a man  
And you will be the leader  
Of a big old band  
Many people coming  
From miles around  
To hear you play your music  
Till the sun goes down  
Maybe some day  
Your name will be in light  
Saying Johnny B. Goode tonight!  
  
Go go, go Johnny go go go!  
Go Johnny go go go!  
Go Johnny go go go!  
Go Johnny go go go!  
Aah Johnny B.Goode!

"
140,The Beatles,Julia,"Half of what I say is meaningless  
But I say it just to reach you, Julia.  
  
Julia, Julia, oceanchild, calls me  
So I sing a song of love, Julia  
Julia, seashell eyes, windy smile, calls me  
So I sing a song of love, Julia.  
  
Her hair of floating sky is shimmering, glimmering  
In the sun  
  
Julia, Julia, morning moon, touch me  
So I sing a song of love, Julia.  
  
When I cannot sing my heart  
I can only speak my mind, Julia.  
  
Julia, sleeping sand, silent cloud, touch me  
So I sing a song of love, Julia.  
  
Hum hum hum hum, calls me  
So I sing a song of love, Julia, Julia, Julia.

"
141,The Beatles,Junk,"Motorcars, handlebars, bicycles for two  
Broken hearted jubilee  
Parachutes, army boots, sleeping bags for two  
Na na na na jamboree  
Buy buy...  
Motorcars, handlebars, bicycles for two  
Broken hearted jubilee  
Parachutes, army boots, sleeping bags for you  
Na na na jamboree  
Buy buy...  
...  
The shopwindow  
Why why, says the sign in the yard  
Buy buy, says the sign in the shop window  
Why why, says the junk in the yard

"
142,The Beatles,Just A Rumour,"[Speech]  
  
Alan Freeman: George, is it true that you're a connoisseur of the classics?  
George: No, it's just a rumour, a rumour.  
Alan: Just a rumour?  
George: Hmm.  
Alan: Did you enjoy singing ""Beethoven""?  
George No. Been singing it for 28 years, now, you know.  
Alan: For how long?  
George: Twenty-eight years.  
Alan: That's incredible. Could you manage one more performance?  
George: Um, possibly.  
Alan: Oh, go on, say, ""yes.""  
George: Yes, thank you

"
